,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MID,u_warm,u_gn,u_sincere,u_friendly,u_wi,u_trustworthy,u_competent,u_confident,u_intel,u_capable,u_efficient,u_skillful,uval,t_warm,t_gn,t_sincere,t_friendly,t_wi,t_trustworthy,t_competent,t_confident,t_intel,t_capable,t_efficient,t_skillful,tval,Q29,age,gender
373,R_73TAppFlxjY7f8x,Default Response Set,Anonymous,,,removed,0,2014-08-07 13:53:48,2014-08-07 13:59:00,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,48.0,2.0
374,R_43iE7BQrXkUiFAF,Default Response Set,Anonymous,,,removed,0,2014-08-07 14:17:06,2014-08-07 14:19:45,1.0,removed,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,,,,,,,,,,,,,,,29.0,1.0
375,R_6zHriEN7DyQQ3zf,Default Response Set,Anonymous,,,removed,0,2014-08-07 14:30:35,2014-08-07 14:35:24,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,33.0,1.0
376,R_8pGG1Tvf5Zh3nw1,Default Response Set,Anonymous,,,removed,0,2014-08-07 15:21:08,2014-08-07 15:26:45,1.0,removed,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,,20.0,1.0
377,R_6X2YsCOhl7GYQYZ,Default Response Set,Anonymous,,,removed,0,2014-08-07 15:44:57,2014-08-07 15:53:42,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,,59.0,2.0
378,R_8c5H5QqvVbDeiiN,Default Response Set,Anonymous,,,removed,0,2014-08-07 15:52:30,2014-08-07 15:58:05,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,24.0,2.0
379,R_77cdoh00PGykQXr,Default Response Set,Anonymous,,,removed,0,2014-08-07 15:54:58,2014-08-07 16:02:40,1.0,removed,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,30.0,1.0
380,R_9S87aj7lFL8QJA9,Default Response Set,Anonymous,,,removed,0,2014-08-07 15:57:33,2014-08-07 16:02:45,1.0,removed,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,6.0,,,,,,,,,,,,,,,22.0,1.0
381,R_0P9ZonfinyAZhWd,Default Response Set,Anonymous,,,removed,0,2014-08-07 15:59:50,2014-08-07 16:04:28,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,,67.0,2.0
382,R_54nqFzYQUGOKmuF,Default Response Set,Anonymous,,,removed,0,2014-08-07 16:01:08,2014-08-07 16:06:52,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,29.0,2.0
383,R_6J4xrqpVlpZRRrf,Default Response Set,Anonymous,,,removed,0,2014-08-07 16:04:14,2014-08-07 16:11:24,1.0,removed,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,,46.0,1.0
384,R_1QWfKy5JeTiCGah,Default Response Set,Anonymous,,,removed,0,2014-08-07 16:12:12,2014-08-07 16:15:50,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,34.0,2.0
385,R_bKiDHEwhe26gNwh,Default Response Set,Anonymous,,,removed,0,2014-08-07 16:35:13,2014-08-07 16:38:41,1.0,removed,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,,23.0,2.0
386,R_3dBbkXQrdw07ie1,Default Response Set,Anonymous,,,removed,0,2014-08-07 16:47:47,2014-08-07 16:49:48,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,48.0,2.0
387,R_0URnJBN1OJAKyuV,Default Response Set,Anonymous,,,removed,0,2014-08-07 16:52:30,2014-08-07 16:52:59,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,R_4OByHVbFVtDq6Tb,Default Response Set,Anonymous,,,removed,0,2014-08-07 17:00:01,2014-08-07 17:08:51,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,31.0,2.0
389,R_dgajRMycNIxz1XL,Default Response Set,Anonymous,,,removed,0,2014-08-07 17:03:54,2014-08-07 17:15:18,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,21.0,2.0
390,R_0U3avYoWkaPrvrn,Default Response Set,Anonymous,,,removed,0,2014-08-07 17:19:14,2014-08-07 17:27:56,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,,57.0,2.0
391,R_43n0GxNvLT2lhxr,Default Response Set,Anonymous,,,removed,0,2014-08-07 18:21:01,2014-08-07 18:25:23,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,7.0,,63.0,2.0
392,R_6nuHKGXPVRsaee9,Default Response Set,Anonymous,,,removed,0,2014-08-07 19:02:59,2014-08-07 19:08:02,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,7.0,,,,,,,,,,,,,,,24.0,2.0
393,R_7X0ZdsRIzN76QTP,Default Response Set,Anonymous,,,removed,0,2014-08-07 19:16:09,2014-08-07 19:48:02,1.0,removed,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,7.0,,70.0,2.0
394,R_6KcI9BB74S8Q9XD,Default Response Set,Anonymous,,,removed,0,2014-08-07 19:28:11,2014-08-07 19:38:08,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,25.0,1.0
395,R_0kYqBNzOzvffPW5,Default Response Set,Anonymous,,,removed,0,2014-08-07 19:33:22,2014-08-07 19:42:01,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,58.0,1.0
396,R_6xLGShXqXAg4OhL,Default Response Set,Anonymous,,,removed,0,2014-08-07 19:33:23,2014-08-07 19:43:53,1.0,removed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,40.0,1.0
397,R_2333lJ0ownayCsB,Default Response Set,Anonymous,,,removed,0,2014-08-07 19:53:19,2014-08-07 20:03:25,1.0,removed,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,7.0,,,,,,,,,,,,,,,32.0,2.0
398,R_6ViE9ETCLlk0BOB,Default Response Set,Anonymous,,,removed,0,2014-08-07 20:01:32,2014-08-07 20:02:49,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,R_cuW7MsYybliwsHr,Default Response Set,Anonymous,,,removed,0,2014-08-07 21:37:53,2014-08-07 21:41:31,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,33.0,2.0
400,R_d6a5b2gCjB12P5j,Default Response Set,Anonymous,,,removed,0,2014-08-07 22:13:11,2014-08-07 22:17:11,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,,28.0,1.0
401,R_9pr9oF65Mig4ueV,Default Response Set,Anonymous,,,removed,0,2014-08-07 23:32:24,2014-08-07 23:38:43,1.0,removed,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,20.0,1.0
402,R_bPzjqCbA5L3KIi9,Default Response Set,Anonymous,,,removed,0,2014-08-07 23:56:26,2014-08-08 00:03:29,1.0,removed,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,,50.0,2.0
403,R_eV4MpSMNn1acQgB,Default Response Set,Anonymous,,,removed,0,2014-08-08 00:00:53,2014-08-08 00:10:09,1.0,removed,,,,,,,,,,,,,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,,25.0,1.0
404,R_9AALEjmna9bBfiR,Default Response Set,Anonymous,,,removed,0,2014-08-08 00:02:51,2014-08-08 00:09:26,1.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,29.0,2.0
405,R_9LVeRaAoBn81bKd,Default Response Set,Anonymous,,,removed,0,2014-08-08 00:45:28,2014-08-08 00:53:37,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,57.0,2.0
406,R_9TdqAWex4I0qsvj,Default Response Set,Anonymous,,,removed,0,2014-08-08 00:48:45,2014-08-08 01:02:04,1.0,removed,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,22.0,2.0
407,R_ah3yL7WYjkLxxmR,Default Response Set,Anonymous,,,removed,0,2014-08-08 00:51:45,2014-08-08 00:55:07,1.0,removed,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,34.0,2.0
408,R_eOScFk9brUp2Fwh,Default Response Set,Anonymous,,,removed,0,2014-08-08 01:00:42,2014-08-08 01:07:06,1.0,removed,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,7.0,,,,,,,,,,,,,,,42.0,2.0
409,R_80tqmr7NcGg4gIJ,Default Response Set,Anonymous,,,removed,0,2014-08-08 01:33:43,2014-08-08 01:41:16,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,43.0,1.0
410,R_3kMT0XwVMppnB9X,Default Response Set,Anonymous,,,removed,0,2014-08-08 01:49:40,2014-08-08 01:58:40,1.0,removed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,43.0,2.0
411,R_0p6IRgOExlEkRAF,Default Response Set,Anonymous,,,removed,0,2014-08-08 03:39:38,2014-08-08 03:51:28,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,59.0,1.0
412,R_9L8MPBOxWbB4ssJ,Default Response Set,Anonymous,,,removed,0,2014-08-08 06:54:44,2014-08-08 06:59:38,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,60.0,1.0
413,R_erDlqw0a85tqej3,Default Response Set,Anonymous,,,removed,0,2014-08-08 08:09:59,2014-08-08 08:13:50,1.0,removed,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,27.0,1.0
414,R_9mooMwDtJBIC7Xv,Default Response Set,Anonymous,,,removed,0,2014-08-08 08:46:06,2014-08-08 08:51:25,1.0,removed,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,,34.0,1.0
415,R_4ZWBMwF2gWoJGMl,Default Response Set,Anonymous,,,removed,0,2014-08-08 08:52:40,2014-08-08 09:07:14,0.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,59.0,2.0
416,R_3qKnzZDrCUBmdCJ,Default Response Set,Anonymous,,,removed,0,2014-08-08 09:25:15,2014-08-08 09:30:18,1.0,removed,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,,,,,,,,,,,,,,,20.0,1.0
417,R_40ImFNZPjqQ5Tdr,Default Response Set,Anonymous,,,removed,0,2014-08-08 09:45:55,2014-08-08 09:51:35,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,6.0,,39.0,1.0
418,R_42e2I7sY6ZNQoap,Default Response Set,Anonymous,,,removed,0,2014-08-08 09:48:31,2014-08-08 09:54:50,1.0,removed,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,29.0,1.0
419,R_6AnwLStUO3iCPm5,Default Response Set,Anonymous,,,removed,0,2014-08-08 10:33:22,2014-08-08 10:37:31,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,39.0,1.0
420,R_6ik8HnvKVdqacgR,Default Response Set,Anonymous,,,removed,0,2014-08-08 10:39:47,2014-08-08 10:42:21,1.0,removed,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,,42.0,1.0
421,R_ekD58EizhRoMRy5,Default Response Set,Anonymous,,,removed,0,2014-08-08 11:47:37,2014-08-08 11:52:05,1.0,removed,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,,,,,,,,,,,,,,,18.0,1.0
422,R_b17hCH2yZSS8di5,Default Response Set,Anonymous,,,removed,0,2014-08-08 13:29:01,2014-08-08 13:32:46,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,,38.0,2.0
423,R_eWkdoola0Ly2djT,Default Response Set,Anonymous,,,removed,0,2014-08-08 13:37:04,2014-08-08 13:42:25,1.0,removed,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,47.0,1.0
424,R_4I5BvBUGkPiqq7H,Default Response Set,Anonymous,,,removed,0,2014-08-08 13:57:52,2014-08-08 14:03:35,1.0,removed,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,,24.0,2.0
425,R_9Fv322I29r7DmnP,Default Response Set,Anonymous,,,removed,0,2014-08-08 14:15:19,2014-08-08 14:15:51,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,R_bQTpAQQEMgFn8SF,Default Response Set,Anonymous,,,removed,0,2014-08-08 14:51:32,2014-08-08 14:57:53,1.0,removed,,,,,,,,,,,,,,1.0,1.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,6.0,,33.0,1.0
427,R_dcH3qEbfNhbiHAh,Default Response Set,Anonymous,,,removed,0,2014-08-08 15:00:12,2014-08-08 15:04:50,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,,,,,,,,,,,,,,38.0,1.0
428,R_55TpIIhIjfbDfrn,Default Response Set,Anonymous,,,removed,0,2014-08-08 15:30:18,2014-08-08 15:33:55,1.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,,27.0,1.0
429,R_02izqKjWi561SWp,Default Response Set,Anonymous,,,removed,0,2014-08-08 15:49:15,2014-08-08 15:53:31,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,,26.0,2.0
430,R_eP9YLKoWGPmIeR7,Default Response Set,Anonymous,,,removed,0,2014-08-08 15:57:48,2014-08-08 16:01:40,1.0,removed,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,7.0,,,,,,,,,,,,,,,27.0,1.0
431,R_202MOCw075SPCvP,Default Response Set,Anonymous,,,removed,0,2014-08-08 18:56:16,2014-08-08 19:02:21,1.0,removed,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,,30.0,2.0
432,R_0D3KB9B7fs6CAQt,Default Response Set,Anonymous,,,removed,0,2014-08-08 19:05:54,2014-08-08 19:11:27,1.0,removed,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,,28.0,1.0
433,R_6nboNwa1eovSb3f,Default Response Set,Anonymous,,,removed,0,2014-08-08 19:35:45,2014-08-08 19:48:30,1.0,removed,3.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,26.0,1.0
434,R_6osOZeP6Fxa5cyN,Default Response Set,Anonymous,,,removed,0,2014-08-08 19:52:57,2014-08-08 20:02:52,0.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,25.0,2.0
435,R_aW9H5q9HyEKZr7v,Default Response Set,Anonymous,,,removed,0,2014-08-08 20:47:08,2014-08-08 20:57:25,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,48.0,2.0
436,R_9plXumezAfilFel,Default Response Set,Anonymous,,,removed,0,2014-08-08 21:42:04,2014-08-08 21:46:46,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,,22.0,2.0
437,R_0CBvl8y1M7gYs8l,Default Response Set,Anonymous,,,removed,0,2014-08-08 21:54:17,2014-08-08 21:59:36,1.0,removed,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,,45.0,2.0
438,R_doRHvI4WddMES45,Default Response Set,Anonymous,,,removed,0,2014-08-08 22:12:11,2014-08-08 22:19:08,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,56.0,2.0
439,R_3qOlgxKKDWvEtaB,Default Response Set,Anonymous,,,removed,0,2014-08-08 22:25:37,2014-08-08 22:29:10,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,28.0,2.0
440,R_2hILn9hum4CWiyx,Default Response Set,Anonymous,,,removed,0,2014-08-08 22:32:27,2014-08-08 22:38:04,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,,20.0,2.0
441,R_0CdP9vCP0PgrTcF,Default Response Set,Anonymous,,,removed,0,2014-08-08 22:59:37,2014-08-08 23:05:30,1.0,removed,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,,,,,,,,,,,,,,,28.0,1.0
442,R_bgczy3sbYEUP2It,Default Response Set,Anonymous,,,removed,0,2014-08-08 23:17:06,2014-08-08 23:23:20,1.0,removed,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,,28.0,2.0
443,R_5tiEZ2to2VvL617,Default Response Set,Anonymous,,,removed,0,2014-08-08 23:17:24,2014-08-08 23:23:54,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,43.0,1.0
444,R_1zCU1dVY5i5yNlr,Default Response Set,Anonymous,,,removed,0,2014-08-08 23:27:17,2014-08-08 23:33:39,1.0,removed,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,24.0,2.0
445,R_ehfFjh90d0SL18p,Default Response Set,Anonymous,,,removed,0,2014-08-09 00:00:07,2014-08-09 00:06:04,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,,26.0,2.0
446,R_6J4O45C24e6XuF7,Default Response Set,Anonymous,,,removed,0,2014-08-09 00:55:40,2014-08-09 00:58:17,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,30.0,2.0
447,R_e2vYzTLgILno913,Default Response Set,Anonymous,,,removed,0,2014-08-09 01:01:19,2014-08-09 01:07:47,1.0,removed,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,25.0,1.0
448,R_0j4V8PE1MqxUPo9,Default Response Set,Anonymous,,,removed,0,2014-08-09 01:08:52,2014-08-09 01:14:52,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,22.0,2.0
449,R_8nW1PzNY3AYtSOF,Default Response Set,Anonymous,,,removed,0,2014-08-09 01:59:28,2014-08-09 02:07:54,1.0,removed,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,28.0,2.0
450,R_cLSWOZPGAZ7nbJb,Default Response Set,Anonymous,,,removed,0,2014-08-09 02:19:39,2014-08-09 02:23:59,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,31.0,2.0
451,R_esRutvX07uzAWKp,Default Response Set,Anonymous,,,removed,0,2014-08-09 03:08:03,2014-08-09 03:16:43,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,56.0,2.0
452,R_esyT3g9rR7ZhSSx,Default Response Set,Anonymous,,,removed,0,2014-08-09 07:51:24,2014-08-09 07:57:21,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,,47.0,1.0
453,R_74dMm0GpzTYQplX,Default Response Set,Anonymous,,,removed,0,2014-08-09 08:03:30,2014-08-09 08:19:15,1.0,removed,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,,40.0,2.0
454,R_3D8txQDYSzAx0wt,Default Response Set,Anonymous,,,removed,0,2014-08-09 09:55:34,2014-08-09 09:57:56,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,R_0uCWhqlVW1kUeDH,Default Response Set,Anonymous,,,removed,0,2014-08-09 10:09:46,2014-08-09 10:14:28,1.0,removed,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,,,,,,,,,,,,,,,31.0,1.0
456,R_38JdCVPLHbPTFC5,Default Response Set,Anonymous,,,removed,0,2014-08-09 10:54:56,2014-08-09 11:00:47,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,44.0,2.0
457,R_dbtFic07Qbj5qf3,Default Response Set,Anonymous,,,removed,0,2014-08-09 11:17:08,2014-08-09 11:21:33,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,6.0,,22.0,1.0
458,R_9o6gDHeVTv6AY2F,Default Response Set,Anonymous,,,removed,0,2014-08-09 11:26:03,2014-08-09 11:31:32,1.0,removed,,,,,,,,,,,,,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,,47.0,2.0
459,R_4U6eRdOxDQrDsTX,Default Response Set,Anonymous,,,removed,0,2014-08-09 12:16:39,2014-08-09 12:28:28,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,40.0,2.0
460,R_1C7Xf4Ir9MQpew5,Default Response Set,Anonymous,,,removed,0,2014-08-09 12:22:47,2014-08-09 12:24:00,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,R_8iAaz98iio40u45,Default Response Set,Anonymous,,,removed,0,2014-08-09 13:07:17,2014-08-09 13:11:43,1.0,removed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,36.0,2.0
462,R_7Oi22znP8Tumkxn,Default Response Set,Anonymous,,,removed,0,2014-08-09 13:33:55,2014-08-09 13:39:56,1.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,,27.0,2.0
463,R_6tGuCs1kfE1laN7,Default Response Set,Anonymous,,,removed,0,2014-08-09 14:08:26,2014-08-09 14:16:41,1.0,removed,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,6.0,,,,,,,,,,,,,,,30.0,2.0
464,R_6JtpC0UI8ZVjpad,Default Response Set,Anonymous,,,removed,0,2014-08-09 14:35:41,2014-08-09 14:40:17,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,28.0,1.0
465,R_8k8gLT046HV5y4J,Default Response Set,Anonymous,,,removed,0,2014-08-09 15:30:45,2014-08-09 15:36:46,1.0,removed,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,47.0,1.0
466,R_9FTzzMH75yYZNl3,Default Response Set,Anonymous,,,removed,0,2014-08-09 15:43:15,2014-08-09 15:53:01,1.0,removed,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,34.0,2.0
467,R_2mJwglyrhCp6mqN,Default Response Set,Anonymous,,,removed,0,2014-08-09 15:51:00,2014-08-09 15:55:07,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,35.0,1.0
468,R_3Pfo3Dk2qOgHpRj,Default Response Set,Anonymous,,,removed,0,2014-08-09 16:33:49,2014-08-09 16:38:47,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,39.0,2.0
